true_label,classifier_label,classifier_conf,small_label,small_conf,large_label,large_conf
short,long,0.5714233289232927,long,0.9992903302772133,short,0.9999999997861242
short,short,0.6293553753268754,long,0.8519528019683106,short,0.7905303186696747
short,short,0.6280827814231346,long,0.8519528019683105,long,0.9999068540695742
short,long,0.5284598918034957,long,0.9997965728279811,long,0.999999922655787
short,long,0.5925498319232025,long,0.9999251537724894,long,0.9999999348696729
short,short,0.5813456632715992,short,0.9999999999991123,long,0.98504291340685
short,long,0.5013776536312764,long,0.9968273171575148,long,0.99999893229713
short,short,0.5511520572724173,long,0.991422514586288,long,0.9999996533673788
short,long,0.6852467914477416,long,0.9999996072137998,long,0.6076631698328916
short,long,0.5796831269561953,long,0.9968273171575148,long,0.9999435020667162
short,short,0.5064873875370421,long,0.9994472213630764,long,0.999979854309147
short,short,0.5634253175519155,long,0.9959298622841039,long,0.9999988634362893
short,short,0.6585296819490634,short,0.9999999999771026,long,0.9999307781659553
short,short,0.6845062474464512,short,0.7310585786300049,long,0.999183261895333
short,long,0.524809023025635,long,0.99999893229713,short,0.9999999317439708
short,long,0.5000865685233886,long,0.5312093733737563,short,0.6370307944803832
short,short,0.6013767345642707,long,0.9994472218899555,long,0.9999635214623241
short,short,0.6216514853075359,long,0.7310585786300048,long,0.9999999785222865
short,long,0.573868173708017,long,0.999998239657626,short,0.9999999250354538
short,short,0.592188020648952,long,0.7310585786300048,long,0.9999950630110506
short,short,0.6538716276448729,short,0.7772998611746912,long,0.9632305339244013
short,long,0.5387983777810306,long,0.5621765008857981,long,0.9989350373279441
short,short,0.5889535135990167,short,0.7981867777396212,long,0.9999982938167611
short,short,0.5422408328606407,long,0.9626731126558705,long,0.9983770329385312
short,short,0.6006588092302185,short,0.8519528019683105,long,0.999937949503977
short,short,0.5172760200597161,long,0.9996646495498258,long,0.999999738347948
short,short,0.6231804747504485,long,0.9990889488055994,long,0.9999996587414177
short,short,0.7292063061603231,long,0.999978555031128,short,0.6076631698328916
long,long,0.7304862586431653,short,0.998498817743263,long,0.9999999994948926
long,long,0.7113472747294971,short,0.7981867777396211,short,0.984810951192016
long,long,0.6234609879464099,long,0.9996200154852481,long,0.9999999914567557
long,long,0.7094152570208446,short,0.9324533088603708,short,0.9994642194616525
long,long,0.6827800173094141,short,0.9999989322966208,short,0.9944450752963089
long,long,0.6691655846727338,long,0.9999986290427931,short,0.999999944291052
long,long,0.7633928445214253,short,0.7981867777396212,short,0.9989677689632452
long,short,0.5551490120729204,long,0.991422514586288,long,0.9999921107374138
long,long,0.6716630734896152,long,0.9740426428022031,short,0.999790116911797
long,long,0.7685975764851343,short,0.9914225145862879,long,0.9999999964938596
long,long,0.7960959731731124,long,0.9999999895326058,short,0.994269753485008
long,long,0.5585095203055752,long,0.9999986290434468,short,0.9999999888575142
long,long,0.6387442380598214,long,0.9990889479375443,long,0.9999999992417441
long,long,0.5242513435922195,long,0.9988304886209164,long,0.9999978092184174
long,long,0.8592811032307712,short,0.9997965730219448,short,0.9632305339244013
long,long,0.6513490468844965,long,0.9992903296008994,long,0.9999956431241716
long,long,0.6420140819750925,long,0.9999995549151602,short,0.9999865799864952
long,long,0.5114845438656981,long,0.9986749775827869,long,0.9999977747187042
long,short,0.5482628376372257,long,0.9241418199787564,long,0.9999531611157505
long,long,0.8802148986495274,short,0.9997965728279811,short,0.9796676466573413
long,long,0.7151834080398811,long,0.9999999468421756,short,0.9998511615174271
long,long,0.6843869086204435,long,0.999999958600664,short,0.9992678187383391
long,long,0.5571041322055641,long,0.998498817743263,long,0.9999733114704273
long,long,0.7056415903660112,short,0.9999970976880148,short,0.9985449370614671
long,long,0.694079471030943,long,0.9999996533675442,short,0.9999969105055521
long,long,0.784273537916646,short,0.9999970976907827,short,0.7090191337850933
long,long,0.5017449790187005,long,0.9859363729567545,long,0.5117166047041652
long,long,0.8109207729950245,short,0.9999921107374138,short,0.9504109770159682
long,long,0.7155885324236367,long,0.9999999847700277,short,0.8333245953120234
long,long,0.6920392549900948,long,0.7772998611746912,short,0.9982453855899004
long,long,0.5846254228187635,long,0.9890130573694068,long,0.9999997542004061
long,long,0.6764653801726908,short,0.6224593312018546,short,0.9991704108116408
long,short,0.5810644556497659,long,0.9997965728279811,long,0.8244619263765707
long,long,0.7655799021838183,long,0.5312093733737563,short,0.9988664309949125
long,long,0.6380919506878795,long,0.9999687981183616,long,0.7461389930307512
long,long,0.580057215786294,long,0.9999485577372011,long,0.9999999960886196
long,long,0.5656705782891358,long,0.998498817743263,long,0.9999888743925112
long,long,0.8189369447033805,short,0.998498817743263,short,0.966410494349896
long,short,0.567896094290258,long,0.9997388096809042,long,0.9999978431812075
long,long,0.7563398087609048,long,0.8933094060543488,short,0.997199073032879
long,long,0.6239956137035882,short,0.9999986290434468,short,0.9999904837483058
long,long,0.7227665347315932,long,0.9999996072136125,short,0.9989012689270753
long,long,0.8151788472999886,short,0.9984988177432631,short,0.9390248191350352
long,short,0.6617880919641269,long,0.9999038974928589,long,0.9999984942982746
long,long,0.7192051295411774,long,0.6513548646660543,short,0.9982453855899005
long,long,0.6671598663889193,short,0.9999938558312573,short,0.9787126482065489
long,long,0.8803692725822639,long,0.5312093733737562,short,0.9937100978631075
long,long,0.8070765488722599,short,0.999998446503727,short,0.9980732653366725
long,long,0.7737436893427339,short,0.9999952149055051,short,0.9869795098861572
long,long,0.8591520461893638,short,0.9998415637808974,short,0.8791467675095294
long,long,0.7720200425805109,short,0.9999991684723688,short,0.9724147177732101
long,short,0.6016491402672903,long,0.9996646498695335,long,0.9999996133033829
long,long,0.6773749191836976,short,0.9999997897565085,short,0.9999843104502723
long,long,0.8265151925283598,short,0.9999952149100685,long,0.9999999996004272
long,long,0.6062538307867442,long,0.9890130573694068,long,0.9999999943972036
long,long,0.7089503318107538,long,0.9999999715466731,short,0.9999485577862577
long,long,0.5897208681729577,long,0.9998766054240138,long,0.9999975938976603
long,long,0.647461344564479,long,0.9999898700186798,short,0.9999997962251652
long,long,0.7530151946191803,short,0.5926665999540698,short,0.9999038975845005
long,long,0.6376759447335684,long,0.9999832985781519,short,0.9999999484776454
long,long,0.6980690719284073,short,0.7549149868676283,short,0.9999999586006245
long,long,0.8370065313334749,short,0.991422514586288,short,0.7745833841649233
long,long,0.6687223535069373,short,0.9241418199787564,short,0.9999657314767776
long,long,0.6421412807030471,short,0.9399133498259924,short,0.9999904837483058
long,long,0.6787653716189868,long,0.7981867777396212,short,0.9998204720306533
long,long,0.5671565024426242,long,0.9995694433291096,short,0.999999994898591
long,long,0.7220824804683613,short,0.9997388094318788,short,0.9990600561193371
long,short,0.6051130301378528,long,0.9990889479375443,long,0.9999611688901312
long,long,0.717588965494913,long,0.9999997897566589,short,0.999999906705072
long,long,0.635359340450018,long,0.9999993524052018,short,0.9999921107374137
long,long,0.6110027249945935,long,0.9999417087899265,short,0.9999999987301595
long,long,0.6499063907654659,short,0.9999994956528323,short,0.9871787857334058
long,long,0.5554274911415027,long,0.9999038975845005,long,0.9999999842865616
long,long,0.650643470934502,short,0.9149009549929797,short,0.9999988634352054
long,long,0.5066252075781114,long,0.9999885212318729,long,0.9999999804443379
long,long,0.5788787878011369,short,0.9999970976866309,short,0.9999977396735465
long,long,0.5709772042636709,long,0.9999038975845005,long,0.999999996905842
long,short,0.5434518831461623,long,0.9995121428772177,long,0.9999993916403831
long,long,0.8640406894477612,short,0.9999952149009417,short,0.7025300573952054
long,long,0.7444921258851637,short,0.9999869928715336,short,0.96036116089903
long,long,0.7046114623279567,short,0.9999974387190106,short,0.9985449370614671
long,long,0.6054654185837705,long,0.9999989322966208,short,0.9999999847700205
long,long,0.5847698690091081,short,0.9999832985781519,short,0.9999822214481368
long,long,0.5749226802823715,long,0.5926665999540698,short,0.9999898700090191
long,long,0.5567693910216952,long,0.9999999865595807,short,0.9999925887201281
long,long,0.8641107503305415,short,0.9999898699993586,short,0.9559813501370535
long,long,0.6326079655758181,long,0.9999724643088854,short,0.9999999692345668
long,long,0.7674987638570852,short,0.9999994956523512,short,0.9748211582993981
long,long,0.7011585220176728,short,0.9890130573694068,short,0.6442251064863697
long,long,0.8037460555819818,short,0.9999832985622245,short,0.9840936082881853
long,long,0.6585799202504412,long,0.9999996072136125,short,0.9999995111701887
long,long,0.5865415009553467,long,0.9999921107374138,short,0.9999999969058448
long,long,0.7365954734763016,short,0.9999995549149481,short,0.9999339478551453
long,long,0.5284620622850086,long,0.9999962733589388,long,0.7248702761768249
long,long,0.7749467622382838,short,0.9999970976852469,short,0.7981867777396211
long,long,0.6777539125600377,short,0.7549149868676283,short,0.9999227780816593
long,short,0.505679694427219,long,0.9820137900379085,long,0.9999493552834681
long,long,0.5386911329551363,short,0.7772998611746912,long,0.6513548646660543
long,long,0.5416088081164145,long,0.9980732653366725,long,0.9999997035093924
long,long,0.7300849606800908,long,0.9999991684727654,short,0.9999981837775962
long,long,0.6842259498858292,long,0.6513548646660543,short,0.9942697534850079
long,long,0.6351881730009845,short,0.5926665999540698,short,0.9994023306288972
long,long,0.7629358367485808,short,0.9999991684723689,short,0.9993736658418906
long,long,0.588713976466078,long,0.9999756997360828,short,0.7879311956428946
long,long,0.8489947086634974,short,0.7549149868676283,short,0.9999983463104141
long,short,0.5646756678706656,long,0.9820137900379085,long,0.9999993524045842
long,long,0.7402520930497924,long,0.9999999847700096,short,0.9999999804443007
long,long,0.6817859730202156,long,0.9999962733624929,long,0.9999973574141792
long,long,0.7939274014572526,long,0.7057850278370112,short,0.9999469249217733
long,long,0.6161377348269851,long,0.9999646437155411,short,0.999999995207672
long,short,0.5052474481874762,long,0.9999724643351448,long,0.611381973294151
long,long,0.8833589615107698,short,0.995929862284104,short,0.9923043528216078
long,short,0.5848440013533671,long,0.9959298622841039,long,0.9999999451547914
long,long,0.7926094656042977,long,0.9999996072137998,short,0.9998766054240138
long,long,0.5324380730892055,long,0.9980732653366725,long,0.9999538872518574
long,long,0.8253589706580714,short,0.9999921107374137,short,0.9997765836398173
long,long,0.6496102753244246,short,0.5926665999540697,short,0.9996079582107624
long,short,0.5847786213719557,long,0.9999724642826261,long,0.9999999978734204
long,long,0.7585546676957728,short,0.9999994285000979,short,0.9958012047285282
long,long,0.534266761777513,long,0.9999957771665553,short,0.9999999885038082
long,long,0.7490171214144474,long,0.9149009549929797,short,0.9990302480322175
long,short,0.5911587478356691,long,0.9859363729567545,long,0.9999827684272479
long,long,0.6629198047898721,short,0.9999982396567866,short,0.9755769099458927
long,long,0.7053471014857899,long,0.8175744761936437,short,0.9978172835546548
long,long,0.5567117727492832,long,0.9999921107449374,long,0.9999999176675927
long,long,0.7417776639816545,short,0.9999977396746242,short,0.9924227587321391
long,long,0.8107512449266226,short,0.7772998611746912,long,0.9999999994276383
long,long,0.5726981994403633,long,0.9999151888774012,long,0.9999999492764011
long,long,0.8075086598353873,short,0.9999962733607158,short,0.9937100978631076
long,short,0.5549320865390983,long,0.9999151888774012,long,0.9999999837877712
long,long,0.8595868928775536,short,0.99984156393197,short,0.9814534354878827
long,long,0.673705013463413,short,0.8670357598021707,short,0.9999706884614404
long,short,0.612590353154236,long,0.9999339478551453,long,0.9999999388156613
long,long,0.651146241247984,long,0.9999417087343389,short,0.6688802603710086
long,long,0.6570945464971834,short,0.9999987901337396,short,0.9969246301499518
long,short,0.5621763693709366,long,0.999993855822468,short,0.9999997993844005
long,short,0.627392206144968,long,0.9525741268224333,long,0.9999993723295866
long,long,0.7167939791865203,short,0.679178699175393,short,0.9999977396778577
